"gene"
"LINC02997"
"HDAC9"
"CTSW"
"ENSG00000290441"
"H3C2"
"C5AR1"
"HJURP"
"LINC02328"
"CD8A"
"ENOX1"
"ID2"
"LARGE1"
"FCER2"
"GPRC5A"
"FHIT"
"APBA1"
"MMRN1"
"LDB2"
"SEMA3A"
"STARD13"
"CCDC191"
"TRBV18"
"HPGDS"
"PARM1"
"SSPN"
"OLR1"
"CAMK4"
"ENSG00000285534"
"ENSG00000255910"
"SLC41A2"
"BASP1"
"CD2AP"
"CYBB"
"P3H2"
"H1-10"
"CCL3L3"
"ENSG00000236283"
"RUNX2"
"ENSG00000197585"
"ANK3"
"PTPN13"
"JARID2"
"ENSG00000286044"
"SH3RF3"
"ENSG00000286494"
"CTDSPL"
"KLRF1"
"ENSG00000287937"
"PLBD1"
"IGLC7"
"SETBP1"
"IL1RAP"
"SLC9B2"
"XACT"
"PALLD"
"GLCCI1"
"STPG2"
"IL7"
"ITGB8"
"ENPP1"
"TRBC2"
"AUTS2"
"SLC38A4-AS1"
"MT2A"
"CD86"
"INPP4B"
"KYNU"
"GNG7"
"TMEM40"
"ENSG00000290104"
"MIR99AHG"
"ENSG00000249061"
"ALDH1A2"
"ANXA1"
"CCDC138"
"IER3"
"ENSG00000287292"
"FGL2"
"MARCKS"
"ATF3"
"KCNK10"
"ENSG00000283384"
"TYROBP"
"DTHD1"
"NEBL"
"SOX2-OT"
"SNCA"
"VMO1"
"BTNL8"
"TNFRSF21"
"PDGFD"
"VIM"
"PLXDC2"
"C1orf21"
"ZEB1"
"RPS6KA6"
"DAPK1"
"ENSG00000287190"
"EEPD1"
"PRLR"
"CCL7"
"TAFA1"
"SYNE1"
"LGALS3"
"ENSG00000288016"
"IL1RN"
"FSTL4"
"SRGAP1"
"BACH2"
"ENSG00000257764"
"COL23A1"
"POLQ"
"SYN3"
"TCTN3"
"ICOS"
"PCAT1"
"KLRC3"
"LUCAT1"
"STEAP1B"
"LINC01781"
"CHL1"
"TMEM105"
"CEBPB"
"PLCB4"
"FTH1"
"MCOLN2"
"NEFL"
"ENAH"
"ANKH"
"ENSG00000224610"
"ENSG00000231873"
"APP"
"RORA"
"DUSP6"
"ANKRD20A11P"
"ANK2"
"NAPSB"
"NCALD"
"GRIP1"
"SLFN14"
"MNDA"
"IGHV3-7"
"CHN1"
"CRYM"
"GP1BA"
"EMP1"
"ARHGAP24"
"GPM6B"
"TTC28"
"RAB31"
"PELATON"
"IL7R"
"LIN7A"
"SCHIP1"
"KCNH8"
"HLA-DMA"
"SLC30A4-AS1"
"MID1"
"ZFP36"
"PDGFC"
"PLCB1"
"ZDHHC1"
"PROS1"
"ENSG00000271933"
"PLCL1"
"ZNF683"
"IGHG3"
"PTGS2"
"SAMD12"
"STRBP"
"TEX9"
"MOB3B"
"CLIC2"
"WWOX"
"AQP4-AS1"
"DAPP1"
"LINC02432"
"CITED2"
"FAM20A"
"ENSG00000288758"
"AQP3"
"CYP46A1"
"PLD5"
"ENSG00000229618"
"ENSG00000248242"
"HAS1"
"SLC22A15"
"PKP4"
"WNT9A"
"LINC01876"
"LINC02133"
"SEMA3C"
"FAM110B"
"ASPM"
"IGHV3-64D"
"IGHV3-43"
"LINC00910"
"PLA2G4A"
"ENSG00000288882"
"LIMS1"
"KIT"
"AKR1C1"
"ENSG00000271893"
"ST6GAL1"
"CIITA"
"MCTP1"
"NRARP"
"FCER1G"
"ENSG00000285679"
"PHLDB2"
"S100A11"
"COTL1"
"MYO3B"
"RGS1"
"SLC27A2"
"IFI44L"
"KITLG"
"CAV1"
"DPYSL3"
"TPRG1"
"SLC44A1"
"TRBV23-1"
"ENSG00000287535"
"S100A10"
"TRBV24-1"
"NCEH1"
"IGLV3-19"
"TAFA2"
"FSTL1"
"KCNMB2-AS1"
"SCAMP5"
"PKIA"
"ARHGAP6"
"CD68"
"PPP1R17"
"SPON2"
"TNFAIP6"
"ENSG00000228541"
"PYHIN1"
"PPP4R4"
"LINC02234"
"TTTY14"
"IGSF6"
"PLIN2"
"TCL1A"
"COLEC12"
"TLR2"
"RBMS3"
"LGALS1"
"DANT2"
"CENPP"
"S100A6"
"RNF24"
"NTN4"
"ABCA1"
"SAT1"
"ZNF608"
"MCTP2"
"PAM"
"RGS2"
"HSP90B1"
"LTB"
"RASSF8"
"ENSG00000285783"
"ZBTB16"
"CD70"
"MAST4"
"YES1"
"IL1R1"
"TMEM163"
"PTPRK"
"PRKN"
"ASPH"
"SLC38A11"
"PALD1"
"ENSG00000282440"
"HBEGF"
"HPGD"
"FGD4"
"STPG4"
"IGHV5-10-1"
"RASGRP3"
"MS4A6A"
"ENSG00000285656"
"FNDC3A"
"PTPRG"
"ID1"
"FDXACB1"
"PRF1"
"IGHV1-69D"
"DNAH8"
"CA3"
"ABLIM1"
"ENSG00000287291"
"THEMIS"
"DYSF"
"ENSG00000286652"
"UBASH3B"
"SEC11C"
"C11orf96"
"ZNF704"
"KLF4"
"HOXA5"
"AHRR"
"GFPT2"
"ADAM23"
"RDUR"
"SVEP1"
"LINC02725"
"SRGAP3"
"CD160"
"IGKV3-11"
"HDX"
"CDCP1"
"TIMP1"
"ARFGEF3"
"HES1"
"MAK"
"PPM1L"
"OPN3"
"EPHA4"
"FNIP2"
"LY6G6F"
"LINC01811"
"ZEB2"
"HPSE"
"CCR6"
"ENSG00000289150"
"LPAR3"
"GAS7"
"H3C8"
"MYLK"
"ANPEP"
"TKT"
"LRRC26"
"CA8"
"NAMPT"
"SCN3A"
"MEIKIN"
"IRAK2"
"RAP2C-AS1"
"CYP27A1"
"CMSS1"
"LGALSL-DT"
"CYSLTR1"
"KIR2DS4"
"FMNL2"
"LRMDA"
"ENSG00000286802"
"ENSG00000287069"
"BCL2A1"
"ENSG00000253853"
"C2orf88"
"RRM2"
"TPPP3"
"SLC16A6"
"ENSG00000243797"
"LGALSL"
"TRBV14"
"ENSG00000249631"
"BIRC5"
"EML6"
"LINC01122"
"IGLV2-8"
"CHSY3"
"GK"
"HCCS-DT"
"GATA3"
"ENSG00000267011"
"ENSG00000286481"
"SLC49A4"
"PRL"
"DMXL2"
"CLVS1"
"GPR183"
"ADGRE3"
"ENSG00000255595"
"KCNK13"
"CCR4"
"GAB2"
"EPHB1"
"DENND2C"
"MIR155HG"
"IGHV4-39"
"PF4V1"
"HCAR3"
"MACROD2"
"ENSG00000289938"
"GBE1"
"DSE"
"CD38"
"CRAT37"
"PRDM1"
"GAS2L3"
"CFD"
"ANTXR2"
"DAB1"
"KRT7"
"CACNB4"
"BLNK"
"KIF15"
"CSTA"
"HLX-AS1"
"DPRX"
"PTX3"
"CHST15"
"IGHV3-11"
"MAML3"
"CD302"
"PACSIN1"
"NEAT1"
"ENSG00000287771"
"SNTG2"
"KLRD1"
"ENSG00000254186"
"LINC02055"
"LINC02161"
"ZNRF1"
"SCIN"
"VASH2"
"MAP3K20"
"LONRF2"
"IGKV3-15"
"HERC2P3"
"SCN2A"
"SLC18A2-AS1"
"PLAAT5"
"AQP9"
"CHSY1"
"SPOCK1"
"MACC1"
"GNAZ"
"ENSG00000255240"
"AP1S3"
"IGHG1"
"FAM30A"
"SERPINF1"
"CTSC"
"IGHV5-51"
"CD22"
"GLIS3"
"GLDC"
"ENSG00000236304"
"TNFSF13B"
"IGHV3-73"
"RBM47"
"ADARB2"
"PDE3B"
"ERG"
"SDK1"
"TGFBR3"
"TRBV6-2"
"HLA-DMB"
"FCRL2"
"NHSL1"
"S100A4"
"ZFAT"
"DCSTAMP"
"IGF2BP2"
"LINC01473"
"NOS1AP"
"TNFRSF13B"
"DUSP4"
"BDNF-AS"
"MTSS1"
"ENSG00000225689"
"TBX20"
"SH3BP4"
"E2F5"
"IDO1"
"RTN1"
"ID3"
"TBXAS1"
"PTGES"
"HES4"
"WDFY4"
"TFRC"
"TANC1"
"OSM"
"COL6A2"
"CXCL10"
"ATP6V0D2"
"MEF2C"
"LINC01340"
"CENPE"
"TEX41"
"OCA2"
"WARS1"
"MMP2-AS1"
"ISG15"
"PECAM1"
"TMTC2"
"FSIP2-AS1"
"SLAMF7"
"CLSPN"
"ENSG00000280241"
"NTNG1"
"BEND2"
"LINC02603"
"PMP22"
"BCL11A"
"CTTNBP2NL"
"TNFRSF13C"
"CDCA5"
"CSGALNACT1"
"SLC27A6"
"PLK2"
"KLRK1"
"ZC4H2"
"IGHV2-26"
"LINC00278"
"P2RY13"
"KCNK17"
"MEIS1"
"PACRG"
"IRAK3"
"SYNE2"
"CD69"
"LPCAT2"
"TRDV2"
"ACTB"
"RFX2"
"NETO2"
"HOPX"
"CSF1R"
"IL13"
"UST"
"VEGFA"
"ENTPD1"
"MYO16"
"COL4A4"
"ROPN1L"
"ENSG00000226965"
"SYT4"
"CHN2"
"CKAP2L"
"BCAT1"
"ENSG00000263551"
"ENSG00000259692"
"FRMD3"
"CLIC3"
"CEP128"
"AP1S2"
"MARCHF1"
"SPRY3"
"CEP78"
"C19orf33"
"DPH6"
"CREB5"
"TNFRSF19"
"CAMK2D"
"ENSG00000233005"
"LINC01725"
"OXR1-AS1"
"RUBCNL"
"EPAS1"
"TMEM170B"
"CLEC4F"
"GRIK2"
"BICC1"
"LHFPL2"
"LONRF3"
"ENSG00000250348"
"KIAA0825"
"PGAP1"
"RAPH1"
"FAM20C"
"FAXDC2"
"APBA2"
"SEPTIN5"
"MMP19"
"SLCO5A1"
"MYO1D"
"FAM111B"
"ALOX5"
"FRG1-DT"
"COMETT"
"RNLS"
"DSG2"
"S1PR5"
"DUSP16"
"PRSS23"
"SPIB"
"LINC01572"
"NME5"
"MSRB3"
"SPANXA2-OT1"
"TBC1D8"
"ABCB1"
"ADAMTS17"
"MOB1B"
"CABP5"
"JAM3"
"IMMP2L"
"PDE8B"
"ABLIM3"
"SERPINI1"
"GSTP1"
"SLC1A3"
"CMTM8"
"SIGLEC10"
"PIP5K1B"
"LINC01036"
"OPCML"
"ENSG00000260392"
"LINC00923"
"VSIG4"
"MMP10"
"ABTB3"
"IGFBP3"
"TCHH"
"ST3GAL6"
"RBP7"
"TAF12-DT"
"GAPDH"
"ENSG00000230333"
"MAP1B"
"SLC11A1"
"SIGLEC6"
"ITGA1"
"MARCHF3"
"C3orf70"
"IGHV2-5"
"INSM1"
"ANXA2"
"ZNF215"
"NFKBIZ"
"LMNA"
"TNFSF15"
"ENSG00000286797"
"TSPAN5"
"SPINK2"
"SRGN"
"ATP8B4"
"KLRC1"
"ATP1B1"
"PLA2G7"
"NR3C2"
"MN1"
"IGHEP1"
"ENSG00000288730"
"DIRC3"
"ENSG00000290065"
"ARHGAP31"
"CLGN"
"HHAT"
"POT1-AS1"
"NCF2"
"ETV6"
"MIR181A1HG"
"CRACD"
"THSD7A"
"GK5"
"MPZL1"
"TCF7L2"
"SYCP2L"
"TOX2"
"HPCAL1"
"CD79B"
"SPIRE1"
"PPP1R14A"
"SLC9A7"
"LINC01762"
"TGFBI"
"TFEC"
"ENSG00000242880"
"PPIF"
"CYRIA"
"CXCL5"
"MAP4K3"
"ENSG00000237356"
"SPSB1"
"MAGI2"
"SLC17A5"
"LINC01205"
"RSPO3"
"HHLA2"
"WASF3"
"SWAP70"
"CALD1"
"ENSG00000248991"
"H2BC4"
"HJV"
"FBP1"
"TEX2"
"MIR646HG"
"TSBP1-AS1"
"ARHGAP42"
"RAB7B"
"LY86-AS1"
"MYO5C"
"ENSG00000258216"
"DSCAML1"
"RAB27B"
"THBS1-IT1"
"RNF182"
"LINC00378"
"IGHV3-30"
"VNN2"
"TRGC2"
"IL3RA"
"NRG1"
"ENSG00000287989"
"ENSG00000285744"
"IRF8"
"ENSG00000290537"
"KIF11"
"RASAL2"
"INPP5F"
"DUSP1"
"C5AR2"
"LRRN3"
"GPR15"
"CHMP1B"
"SULF2"
"ACVR2A"
"GRAMD1B"
"GEN1"
"MIR223HG"
"GNAL"
"COCH"
"LAMC1"
"GPR161"
"HIP1"
"ACSL4"
"TMEM176B"
"LINC01644"
"SYTL2"
"SUGCT"
"CTSL"
"PLXNC1"
"ST6GALNAC3"
"NPC2"
"PLEK"
"TNFRSF11A"
"LINC02929"
"KIF13A"
"CCDC88A"
"LAIR2"
"BCL11B"
"TC2N"
"ENSG00000254733"
"FAM124A"
"SLC14A1"
"UGCG"
"GPHN"
"CYYR1"
"CSF3R"
"KIAA1328"
"EPSTI1"
"DOCK5"
"DHRS9"
"CFP"
"TYMP"
"SPOCK3"
"IGHA1"
"PDGFA"
"IGKV2-30"
"KIR2DL1"
"ADAM7-AS1"
"MB21D2"
"SLC43A2"
"CCR8"
"NPL"
"EEIG2"
"ENSG00000254987"
"RSPO2"
"ENSG00000242029"
"MOXD1"
"PAWR"
"PPARGC1A"
"CDC14A"
"BMP2"
"CD163"
"ENSG00000289536"
"ENSG00000287684"
"HMGA2"
"FCRL3"
"THRB"
"MEIS2"
"RNF130"
"SPI1"
"FIRRE"
"HOMER2"
"FNDC3B"
"SPRED1"
"IQCH"
"UICLM"
"TBX15"
"ENSG00000259543"
"SHTN1"
"LINC01483"
"ENSG00000232855"
"ABHD6"
"LINC01857"
"ARHGEF15"
"GRN"
"IGHV1-24"
"RHOB"
"LINC01362"
"ST8SIA1"
"IGHV4-4"
"ENSG00000272461"
"GUCY1B1"
"SOD2"
"CALN1"
"APOBEC3B"
"L1TD1"
"LINC01013"
"MIR3681HG"
"LINC00534"
"SVIL"
"LINC00907"
"KIF23"
"TPST1"
"TMCC3"
"RHOU"
"HEMGN"
"TMTC1"
"ESR1"
"LINC02795"
"MYO10"
"TMEM117"
"ENSG00000243004"
"GLRB"
"MKX"
"SIPA1L2"
"TIGIT"
"FPR1"
"RGS12"
"MEF2C-AS1"
"FCAR"
"RNF217-AS1"
"ENSG00000223727"
"ENSG00000283480"
"VIPR2"
"CFAP418-AS1"
"ZBTB7C-AS1"
"LINC02882"
"L3MBTL4"
"MAGI3"
"GPC4"
"MPEG1"
"EGLN3"
"ACSL1"
"ENSG00000291144"
"IFITM2"
"ENSG00000286458"
"CLEC1B"
"TRAV25"
"GRAP2"
"RFX3"
"ENSG00000268555"
"SAMD3"
"H3-3B"
"IGHV1-2"
"POLR1G"
"CDK6"
"MTHFD1L"
"AKR1C2"
"RFLNB"
"ZNF521"
"P2RY6"
"LINC01204"
"TGM2"
"GATA3-AS1"
"PRRG1"
"GPR160"
"ZFYVE16"
"COL4A3"
"TSPO"
"PLD1"
"SLC1A4"
"MLF1"
"ZNF462"
"PRICKLE2"
"STAT4"
"ENSG00000290680"
"TNIK"
"FRY"
"LRRN2"
"CXCL1"
"ME1"
"NAALADL2"
"CRIM1"
"TMEM156"
"ENSG00000287390"
"ENSG00000291251"
"IGHV1-46"
"KIF5C"
"KLHL13"
"RFPL4A"
"ZRANB2-DT"
"H3C7"
"ZNF331"
"ENSG00000286271"
"ST8SIA4"
"CD9"
"TBC1D9"
"GBP1"
"DOCK3"
"ESCO2"
"CIB2"
"SOX30"
"SYTL4"
"MCF2"
"KDM4D"
"PCSK6"
"TRAT1"
"TTYH2"
"SCUBE1"
"PRKCH"
"CLMN"
"CCDC168"
"ATP2B1"
"ENSG00000249806"
"CD300E"
"ARHGAP18"
"GCAT"
"NPR3"
"SLC9C2"
"PHLPP2"
"TALDO1"
"VDR"
"TNFAIP2"
"DEPDC1B"
"SPATS2L"
"FLNB"
"KNL1"
"IL1A"
"LINC02718"
"ENSG00000250195"
"MXD1"
"SMPD3"
"C4orf33"
"MARK1"
"IL13RA1"
"TSNARE1"
"TRBV3-1"
"MAN1A1"
"NECTIN3"
"SMYD3"
"ADGRE2"
"GPR141"
"IGHV1-18"
"GRK3"
"RPH3A"
"ANXA5"
"CCDC181"
"GLUL"
"PPP1R16B"
"LINC02185"
"PGBD5"
"DLGAP1"
"SLC22A4"
"ADAM19"
"ENSG00000235056"
"DIAPH3"
"CLEC7A"
"TMEM176A"
"ENSG00000250421"
"ENSG00000226571"
"PADI4"
"TRBV15"
"OXNAD1"
"KIF14"
"NR6A1"
"NEXN"
"SMANTIS"
"CTSD"
"ENSG00000258168"
"CDKN1A"
"PTPN14"
"LINC02785"
"GMDS-DT"
"TROAP"
"GUCY1A1"
"SNTB1"
"CLEC12A"
"MNS1"
"MSC-AS1"
"JDP2"
"LINC01033"
"GGTA1"
"PLOD2"
"CEP112"
"CTNNBL1"
"RALA"
"ENSG00000285755"
"ETS2"
"PLSCR1"
"LINC01010"
"MIR4432HG"
"BICDL1"
"EXT1"
"VCL"
"KREMEN1"
"MIR222HG"
"TGFB2"
"ADAMTS6"
"TPD52"
"CDA"
"ACSL3"
"F5"
"ARHGAP32"
"FBXO32"
"ELOVL4"
"ANOS1"
"GRIN2A"
"ENSG00000263655"
"PRKAG2"
"ROR2"
"NRG4"
"ENSG00000275119"
"ASAH1"
"COLGALT2"
"TRPS1"
"ARHGAP26"
"NFIL3"
"WNT2B"
"ITGAV"
"B4GALT5"
"LILRB2"
"FCGRT"
"LDLRAD4"
"RIN2"
"LGMN"
"BCL2"
"GPR156"
"ITGAX"
"PLAGL1"
"FOSB"
"KCNK1"
"ZNF385D-AS1"
"BST1"
"MGAM2"
"APLP2"
"ENSG00000290592"
"ENSG00000224260"
"TRH"
"DLGAP5"
"ZPLD1"
"STXBP6"
"PLS3"
"ENSG00000258561"
"CTLA4"
"ENSG00000287277"
"ITK"
"ENSG00000259336"
"SPDYA"
"ENSG00000231039"
"DNM3"
"PIK3R5"
"LOXL2"
"CTSH"
"LINC02345"
"CCDC171"
"EPS8"
"PCSK5"
"MAP3K8"
"RSAD2"
"SMAD3"
"RETN"
"ITGAD"
"TESK2"
"DDR2"
"C12orf42"
"DIXDC1"
"GIPC2"
"TANC2"
"ITM2A"
"ANKRD33B"
"ENSG00000253619"
"SLC25A37"
"LINC02550"
"CIBAR1-DT"
"SCN7A"
"ZBTB46"
"TRBV4-2"
"KCNMA1"
"RAD51B"
"OVCH1-AS1"
"ENSG00000230773"
"ARPC1B"
"IFITM1"
"ENSG00000290957"
"PRKCH-AS1"
"CCDC141"
"GCNT1"
"PLIN5"
"FARP2"
"GPRC5D-AS1"
"SLC2A13"
"RAB33B-AS1"
"CNTNAP2"
"CD63"
"MALL"
"ENSG00000272202"
"FST"
"CRH"
"ASS1"
"CENPU"
"ELOVL7"
"ENSG00000286062"
"HSD17B2"
"HCK"
"ENSG00000290933"
"ENSG00000267175"
"VLDLR-AS1"
"MYBL1"
"EPB41L2"
"ITSN1"
"PILRA"
"PHACTR1"
"CCDC90B-AS1"
"FABP5"
"ENKUR"
"NEDD4L"
"RORB"
"PLEKHG7"
"TRAC"
"RNF150"
"NFKBIA"
"ENSG00000256469"
"IFNGR2"
"ENSG00000235749"
"IGKV1-8"
"GCKR"
"MYCT1"
"CDK6-AS1"
"CFAP58-DT"
"LINC02798"
"KLF10"
"TBC1D30"
"LINC02227"
"ENSG00000271860"
"OSTN"
"TCERG1L"
"BRI3"
"ALDH18A1"
"FRMPD3"
"NLGN4Y"
"STAT1"
"CLEC5A"
"ENSG00000290020"
"CKB"
"TRBV12-4"
"ADGRE1"
"BTNL9"
"PHLPP1"
"SLC40A1"
"KIR3DL1"
"CCR7"
"SAMSN1"
"ENSG00000254138"
"PDZK1IP1"
"TBC1D2"
"FSD1L"
"FIBCD1"
"ENSG00000283415"
"IGHV3-33"
"IGLV1-40"
"PHLDA1"
"ENSG00000290588"
"P2RX5"
"CNKSR2"
"NRN1"
"TRAV6"
"STK38L"
"SASH1"
"GNG4"
"TBC1D12"
"ENSG00000287042"
"ENSG00000248752"
"HOXA7"
"NRIP1"
"ANGPT1"
"LIPK"
"CAMSAP2"
"TMEM241"
"ENSG00000257275"
"ENSG00000251314"
"ERI2"
"ENSG00000253194"
"TRBV4-1"
"TRIM9"
"RAI14"
"CPPED1"
"REPS2"
"MX1"
"MCU"
"ATRN"
"NBEA"
"SUCLG2-DT"
"CPM"
"CDK14"
"CTNNA3"
"ABTB2"
"PLAU"
"LYN"
"NRIP3"
"C21orf91-OT1"
"KRT86"
"TCEAL2"
"PRKCE"
"EPB41L4A"
"ENSG00000277856"
"WWC2"
"CDH5"
"MGAM"
"C19orf38"
"PDCD1LG2"
"PANTR1"
"PTAFR"
"RASIP1"
"LRIG1"
"PYCARD"
"SSBP2"
"SEMA6B"
"HECTD2"
"TMEM51"
"NTN1"
"ENSG00000257526"
"CDCA2"
"NCMAP"
"MIR100HG"
"NR5A2"
"ENSG00000289618"
"AGPAT5"
"ENSG00000285782"
"XYLT1"
"RIPK2"
"CPD"
"MGAT5"
"TBX3"
"BAALC"
"CTSZ"
"FLVCR2"
"OSBPL3"
"VSIR"
"LINC02391"
"ENSG00000272865"
"CLEC1A"
"SERINC5"
"ALAS1"
"HMMR"
"SLITRK5"
"TCP10L"
"NSMCE1-DT"
"ANKRD6"
"ZDBF2"
"HAL"
"OAZ1"
"TRDV1"
"OXSR1"
"MICAL3"
"LIPN"
"SH3BGRL3"
"PEG10"
"BRCA2"
"NLRP12"
"PHLDA2"
"AMPD3"
"NUGGC"
"USP6NL"
"DIPK1A"
"MAP2K1"
"IL6"
"ENSG00000289609"
"BMAL2"
"SPOPL-DT"
"CD28"
"ABR"
"TNFAIP3"
"SLC8A2"
"FAM225B"
"CA2"
"GJA3"
"SLC9C1"
"ENSG00000289707"
"LINC01229"
"CCR1"
"E2F8"
"NPTX2"
"CLASP1-AS1"
"IRX5"
"SGMS2"
"ELAPOR2"
"NETO1"
"ANO5"
"NCAPG"
"ACVR1C"
"SLC6A9"
"ENSG00000228384"
"ENSG00000286691"
"ENSG00000286593"
"ENSG00000243944"
"SPATA18"
"LINC01949"
"NEFM"
"SDR16C5"
"AICDA"
"TRAV34"
"LINC02915"
"ST8SIA5"
"CES1"
"ATP13A3"
"CD1B"
"LINC02458"
"ENSG00000291236"
"PARD3B"
"TRIO"
"ALOXE3"
"PRKCQ"
"ENSG00000249988"
"HCAR2"
"EDNRB"
"MBOAT2"
"CHPT1"
"JUN"
"FAM151B"
"SCN1A"
"INHBA-AS1"
"IFI27"
"DDAH1"
"CSF2RA"
"LTF"
"ZC3HAV1"
"FAR2"
"RNF217"
